alpha_freq,delta_freq,u_kmeans,g_kmeans,r_freq,i_kmeans,z_width,redshift_freq
2,1,4,5,13,6,2,6
7,7,12,10,40,9,5,10
4,4,7,7,12,4,1,3
4,4,7,10,35,12,3,5
8,8,1,1,1,1,1,2
8,8,5,9,28,10,3,30
5,10,10,12,30,9,3,19
9,9,7,11,45,13,4,32
2,0,2,2,1,2,1,6
7,4,10,14,44,12,4,23
10,2,10,14,49,14,4,27
11,2,8,14,48,13,4,27
10,8,2,1,1,1,1,4
8,9,4,7,20,8,3,22
9,3,4,6,15,6,2,14
9,3,10,13,37,10,3,22
3,3,13,11,23,8,2,17
3,3,7,7,12,5,1,13
4,6,9,14,46,14,4,28
2,8,15,13,31,9,2,22
7,8,8,11,46,14,4,32
8,8,13,15,43,11,3,2
7,8,5,9,26,10,3,29
8,7,8,11,40,13,4,23
8,7,12,14,40,10,3,4
7,7,12,13,35,10,3,20
8,6,5,5,8,4,1,9
5,0,10,11,25,8,3,17
11,3,4,5,12,5,2,8
2,2,12,12,26,8,3,18
4,9,9,9,17,6,2,15
11,6,10,8,15,6,2,13
11,6,9,9,18,6,2,16
11,2,12,18,50,15,3,5
8,6,13,11,32,9,3,23
7,10,4,5,10,5,2,1
4,2,12,12,29,9,3,17
4,2,3,4,11,5,2,7
4,2,4,4,5,3,1,10
6,0,10,11,22,7,2,23
3,10,5,8,28,10,3,32
5,10,1,2,2,2,1,6
8,6,10,13,31,8,2,24
0,2,7,13,44,13,3,29
4,2,12,12,30,9,3,14
8,0,13,10,29,10,3,5
10,0,1,1,0,1,0,4
8,4,9,12,28,9,3,17
8,4,5,5,7,4,1,12
8,9,8,10,38,13,4,0
10,5,11,11,21,7,2,17
9,6,5,5,10,4,1,11
0,2,9,13,48,13,3,29
9,10,7,10,37,11,3,29
9,10,5,7,19,8,3,29
10,2,9,16,50,15,4,26
6,7,3,4,12,5,2,1
9,3,13,8,14,5,2,15
0,4,9,11,25,8,2,17
7,8,3,6,17,8,3,28
0,2,10,12,35,10,3,24
5,0,9,16,46,11,3,28
10,2,4,7,19,9,3,28
10,2,2,5,12,6,2,14
7,7,3,4,9,4,1,9
7,6,3,5,10,4,2,13
8,6,5,5,7,4,1,9
8,10,8,12,47,15,5,33
8,10,7,10,40,13,4,8
4,4,3,4,10,4,2,4
9,5,4,5,11,4,2,13
8,8,11,10,23,7,2,19
9,6,14,10,29,11,3,2
11,5,11,14,42,10,3,3
7,6,8,13,34,10,3,19
8,5,5,4,5,3,1,9
2,1,4,6,14,6,2,7
10,7,1,1,0,0,0,8
10,3,9,12,45,15,4,22
1,1,5,7,18,7,3,12
10,1,11,13,48,14,4,26
8,8,12,14,39,10,3,23
9,8,5,5,6,3,1,11
10,4,10,12,29,9,3,20
3,3,8,11,42,13,4,30
4,8,12,14,43,12,3,22
1,2,11,12,48,15,4,31
9,4,1,2,2,2,1,2
9,4,2,3,4,3,1,2
11,0,13,15,38,10,3,21
0,4,7,10,41,12,3,28
2,2,10,13,28,9,3,21
2,1,1,1,0,1,1,4
2,6,14,17,50,12,3,29
10,0,5,5,13,5,2,2
10,0,5,6,15,7,2,3
3,3,9,13,35,9,3,23
6,2,10,8,14,5,2,14
8,6,6,7,21,9,3,1
9,7,8,9,18,7,2,17
8,9,6,9,27,10,3,19
10,0,2,2,2,2,1,11
7,7,7,10,38,12,4,30
8,6,3,4,5,3,1,8
8,6,5,5,6,3,1,12
2,3,9,13,37,10,3,20
9,10,8,12,30,9,3,20
10,6,12,15,42,11,3,21
10,0,4,5,11,4,2,12
8,4,1,1,1,2,1,2
7,1,7,7,11,4,1,14
3,2,5,7,18,8,3,6
4,2,6,5,8,4,1,4
0,3,5,4,7,4,1,8
9,8,4,4,5,3,1,12
11,3,8,11,37,12,4,26
11,3,8,9,30,11,3,29
8,8,10,15,45,12,3,24
9,5,2,2,1,1,0,8
3,6,9,15,49,15,4,27
6,0,13,12,26,8,3,19
6,7,12,10,19,7,2,15
8,6,1,2,2,2,1,7
7,10,9,10,20,7,2,17
1,1,11,9,21,8,2,1
6,10,12,14,41,11,3,1
6,10,10,15,49,13,3,5
2,1,12,12,28,8,3,6
5,0,9,10,20,7,2,17
4,4,7,9,35,12,3,33
2,9,6,5,9,4,1,12
7,7,4,4,6,3,1,8
10,0,4,3,3,2,1,11
5,0,8,11,44,14,4,31
8,4,8,11,41,13,4,1
8,4,4,7,19,8,3,31
10,2,9,16,50,15,4,28
11,2,8,14,48,14,5,27
10,6,13,10,20,7,2,15
0,0,5,5,7,4,1,12
8,9,4,7,21,9,3,30
8,9,7,10,32,12,4,29
0,0,5,6,16,7,2,8
11,4,7,9,29,11,3,0
0,2,8,7,13,5,2,14
0,2,11,14,50,15,4,28
3,10,2,1,0,0,0,10
10,2,5,9,29,11,3,29
7,8,10,17,46,12,3,27
1,1,8,11,41,13,4,30
1,1,6,7,17,7,3,6
1,1,4,3,2,2,1,3
0,1,4,4,5,3,1,2
1,1,10,12,48,15,5,1
4,4,12,16,50,14,4,6
2,1,6,7,15,6,2,6
8,10,9,12,27,9,3,19
2,8,13,14,45,11,3,26
5,6,2,2,1,1,0,9
6,7,4,4,5,3,1,10
8,6,3,4,6,4,1,10
8,7,6,9,32,11,3,32
5,2,2,2,2,1,1,8
11,3,3,5,11,5,2,0
11,3,6,8,26,11,3,32
8,4,13,15,39,10,3,23
10,3,9,14,38,9,3,24
10,6,11,9,16,6,2,15
3,6,8,14,49,14,4,27
3,5,9,14,50,16,5,28
6,5,6,5,4,1,0,4
6,5,7,6,11,2,1,3
6,5,6,9,28,11,3,33
10,5,5,5,6,3,1,11
1,1,9,14,50,16,5,29
2,4,14,13,18,6,2,5
2,10,0,0,0,0,0,5
2,10,4,5,12,5,2,1
4,8,8,10,21,7,2,18
8,8,0,0,0,1,0,2
1,0,7,8,18,7,2,10
7,10,7,10,26,9,3,20
5,2,9,10,19,7,2,16
4,2,6,5,8,4,1,13
3,2,5,5,8,4,1,13
11,4,10,12,30,9,3,21
11,5,11,8,14,5,2,13
11,2,11,16,50,16,5,27
9,8,5,5,6,3,1,11
9,9,13,17,38,10,3,27
1,0,15,14,43,14,4,20
6,0,11,10,20,7,2,17
10,0,5,5,11,5,2,3
7,7,7,8,25,10,3,0
6,10,2,3,5,3,1,0
10,3,4,5,12,5,2,10
8,9,6,8,26,10,3,31
8,9,7,10,41,14,4,16
10,0,2,2,1,1,0,9
10,0,3,3,3,2,1,10
11,7,10,11,28,9,3,17
0,2,5,8,30,11,3,31
3,3,11,12,29,9,3,18
9,3,6,7,15,7,2,1
11,5,6,5,6,4,1,4
9,7,4,4,5,3,1,10
3,2,11,13,34,10,3,22
5,0,12,10,21,7,2,18
7,8,2,2,1,1,0,9
6,5,8,9,29,11,3,1
2,8,8,10,26,9,3,22
3,6,13,15,48,12,3,29
6,0,4,4,5,3,1,9
5,0,8,11,35,10,3,22
7,8,8,11,46,14,4,32
6,9,5,7,18,8,3,7
1,0,10,13,47,13,4,27
0,0,13,10,20,7,2,17
0,2,12,11,27,10,3,2
9,3,13,13,36,10,3,22
9,3,13,12,32,9,3,21
9,3,7,6,10,4,1,14
11,5,7,7,12,5,2,13
0,5,8,12,28,9,3,19
9,8,1,2,3,3,1,1
6,10,9,10,25,9,3,22
6,0,11,14,40,10,3,27
3,2,9,14,36,10,3,18
5,2,3,3,4,3,1,9
3,2,11,9,17,6,2,15
6,6,10,11,21,7,2,20
6,3,4,5,15,7,3,3
6,3,7,10,33,10,3,27
6,3,0,2,4,3,1,14
11,2,7,12,46,14,4,30
8,6,5,6,16,7,2,1
10,4,4,4,4,3,1,11
9,10,1,1,1,2,1,3
10,2,10,12,46,13,4,26
2,8,5,5,9,4,1,11
11,6,14,13,35,9,3,22
10,5,7,10,34,10,3,21
10,0,4,4,5,3,1,9
7,7,4,7,20,8,3,30
9,7,8,7,13,5,2,13
11,2,6,8,24,10,3,27
9,3,6,6,9,4,1,11
9,3,13,11,27,9,3,16
4,7,14,14,39,10,3,23
8,4,7,8,24,10,3,33
8,4,3,6,15,7,3,29
8,4,7,9,33,11,3,33
8,9,7,10,38,13,4,30
1,0,6,5,10,4,1,11
4,7,6,6,10,4,1,13
6,5,5,8,29,12,4,1
6,5,5,6,17,8,3,5
6,5,3,5,14,7,2,28
6,5,4,6,15,7,2,3
6,5,9,12,48,15,4,32
5,0,10,12,29,8,3,21
7,9,4,5,7,3,1,12
7,8,14,7,12,4,2,14
8,8,8,15,45,11,3,27
10,6,13,11,25,8,2,19
9,6,10,12,35,9,3,24
9,4,4,4,5,3,1,10
10,2,6,8,25,10,3,29
4,2,13,13,34,9,3,25
3,2,6,6,7,3,1,14
6,7,15,8,15,6,2,16
6,3,5,6,17,7,3,7
11,6,12,13,34,10,3,18
3,4,10,12,34,10,3,18
3,4,5,4,4,2,1,13
6,6,5,4,5,3,1,12
5,6,8,9,14,6,2,15
7,10,7,10,41,14,5,7
7,10,7,10,40,13,4,32
4,5,13,13,33,9,3,19
8,8,3,4,11,5,2,1
7,9,5,9,32,11,3,32
7,4,8,11,21,7,2,18
10,7,9,10,40,13,4,0
8,7,6,6,9,4,1,13
2,8,11,11,45,12,3,3
4,2,9,15,42,10,3,20
2,2,7,8,14,5,2,14
3,3,5,5,6,3,1,12
4,4,10,14,35,10,3,21
3,4,2,6,15,6,2,31
2,8,12,12,35,10,3,19
2,9,8,9,21,7,2,17
8,4,11,10,34,11,4,1
8,4,3,4,10,5,2,1
4,6,9,13,45,13,4,27
4,6,7,10,36,12,3,26
6,9,6,6,8,4,1,13
7,8,12,14,38,10,3,22
11,3,12,13,39,10,3,22
11,3,5,5,11,4,1,9
3,5,11,13,49,13,4,28
10,2,7,11,43,13,4,31
6,0,12,13,37,10,3,23
9,10,4,7,18,8,3,30
10,0,3,4,5,3,1,10
0,2,8,9,15,6,2,16
1,0,4,3,2,2,1,8
0,1,5,7,17,7,2,4
1,1,8,6,11,4,1,4
1,1,7,10,38,12,4,32
2,1,5,5,11,5,2,5
7,5,6,3,5,4,2,30
5,0,11,13,33,9,3,20
2,9,14,15,50,12,3,27
6,5,0,0,0,1,0,3
3,6,11,14,50,15,4,28
6,9,10,14,40,11,3,23
7,2,9,11,45,15,4,7
7,0,1,3,8,5,2,24
4,4,7,7,12,3,1,2
2,8,14,12,28,9,3,20
3,10,10,11,26,9,2,17
2,9,10,11,25,8,2,21
2,8,10,12,28,9,3,17
3,3,5,5,10,4,1,11
0,2,4,7,20,8,3,17
0,2,14,16,46,12,3,23
8,9,7,9,37,13,4,33
8,9,7,10,39,13,4,29
10,8,7,8,23,9,3,0
0,0,5,7,16,7,2,9
1,0,5,5,7,4,1,11
0,2,11,12,28,9,3,19
10,2,7,11,42,14,4,33
7,1,4,4,3,2,1,12
7,1,8,10,24,8,3,25
7,1,8,8,13,5,2,14
7,1,2,1,0,0,0,9
7,1,12,13,33,9,3,21
4,0,11,12,30,8,2,22
6,0,11,12,24,8,2,18
10,4,6,7,17,7,2,4
10,5,5,6,13,6,2,2
6,8,8,12,38,10,3,24
1,1,8,12,45,14,4,22
0,1,2,5,12,4,1,5
3,6,10,16,49,13,3,28
4,6,3,4,10,5,2,8
5,6,2,2,2,2,1,9
5,6,8,11,30,9,3,23
6,7,4,4,3,2,1,11
2,8,12,16,40,13,4,6
10,3,6,7,21,8,3,0
8,10,9,11,25,8,3,19
8,10,8,11,23,7,2,20
3,10,13,17,50,13,3,28
11,6,14,10,20,7,2,17
11,7,9,10,18,7,2,16
3,6,11,13,50,15,4,29
2,8,4,5,12,5,2,7
2,8,9,9,33,11,3,1
7,9,11,14,38,10,3,24
9,4,4,6,9,4,1,12
4,7,11,13,36,10,3,23
2,4,12,15,49,14,4,26
6,10,9,14,41,10,3,26
10,7,8,12,45,14,4,28
8,7,9,9,15,6,2,16
8,10,11,14,38,10,3,21
10,2,6,9,39,13,3,32
0,2,7,9,30,11,3,30
8,9,5,7,20,9,3,32
9,10,7,12,45,14,4,31
10,0,3,3,3,2,1,3
0,2,12,15,50,15,5,29
9,3,8,10,23,8,2,20
9,3,4,4,3,2,1,10
11,2,2,3,6,4,2,0
3,3,9,8,15,6,2,15
4,6,9,13,48,13,4,27
6,3,2,3,3,2,1,7
6,9,8,14,44,12,3,25
2,8,12,17,49,13,3,27
9,10,11,17,47,12,3,27
0,1,10,11,42,14,4,32
0,1,12,9,21,7,2,7
0,1,6,6,15,6,2,3
0,1,7,10,37,13,4,33
0,1,0,0,0,1,0,3
3,2,10,9,17,6,2,15
8,10,12,12,31,9,3,18
0,5,13,14,42,11,3,23
6,0,9,10,31,9,3,20
5,0,11,14,39,10,3,23
2,9,14,18,41,11,3,27
1,2,11,16,46,14,4,25
0,2,12,12,26,8,3,20
0,2,13,15,44,12,3,23
11,7,13,10,20,7,2,16
11,7,11,10,19,7,2,17
4,7,7,8,14,5,2,14
11,3,11,11,24,8,2,18
8,9,5,5,8,4,1,13
8,9,10,13,36,10,3,19
4,7,13,11,22,7,2,18
5,7,4,3,3,2,1,9
6,7,2,2,1,1,0,10
7,6,5,5,11,4,1,8
5,7,12,12,27,8,3,19
5,7,4,4,4,3,1,9
1,0,9,12,43,12,3,26
1,0,6,7,19,8,3,13
1,0,5,5,9,4,1,12
1,1,14,14,40,7,1,5
6,0,8,13,31,8,2,23
3,6,10,13,49,15,4,30
4,2,10,11,25,8,3,17
3,2,3,4,11,5,2,8
0,3,8,11,27,9,3,16
10,3,10,16,49,12,3,26
4,10,3,4,11,5,2,3
9,6,6,6,10,4,1,13
8,7,13,9,17,6,2,16
3,4,12,14,34,9,3,23
11,6,8,7,11,4,1,14
10,0,1,2,2,2,1,8
6,0,12,11,42,14,4,7
4,4,5,5,8,4,1,6
4,4,5,6,16,7,2,7
8,8,7,10,26,13,3,15
8,9,8,11,38,13,4,30
8,9,9,12,48,15,4,23
2,9,6,6,10,4,1,13
4,2,8,9,27,9,3,15
1,2,5,7,20,8,3,32
3,3,12,11,23,8,3,17
11,2,6,9,35,11,3,31
8,10,3,6,16,7,2,31
9,10,4,7,21,9,3,28
9,10,5,8,25,10,3,30
10,2,9,15,49,14,4,29
0,2,13,13,34,9,3,21
8,4,10,14,37,10,3,24
3,2,8,7,12,5,2,15
4,7,10,11,35,10,3,24
5,0,9,10,19,7,2,16
8,8,5,5,5,3,1,12
6,9,10,11,28,8,2,22
5,5,7,9,31,12,3,33
8,8,0,0,0,0,0,1
8,8,8,12,44,14,4,32
10,2,7,9,32,12,3,33
7,7,10,12,34,10,3,22
2,9,8,15,49,12,3,27
7,5,14,11,25,8,2,18
1,0,11,14,43,11,3,5
11,3,11,13,39,13,4,30
6,10,8,8,14,5,2,15
7,8,7,10,19,7,2,17
1,1,5,8,26,10,3,33
1,1,9,7,14,5,2,5
7,4,9,11,29,9,3,25
4,5,6,6,9,4,1,11
8,8,5,8,23,9,3,31
4,10,6,6,10,4,1,12
5,10,12,14,34,10,3,21
4,3,11,11,23,7,2,20
8,9,6,9,30,11,3,29
1,3,15,16,48,12,3,26
6,10,3,4,8,4,1,11
6,10,8,11,43,13,4,4
9,3,3,4,7,4,1,9
2,9,7,12,31,10,3,22
9,2,4,5,12,5,2,0
2,2,2,2,3,2,1,9
11,4,13,10,33,11,4,4
3,3,9,11,33,10,3,25
3,4,6,9,30,11,3,19
3,4,5,7,20,9,3,7
8,8,8,12,46,14,4,32
8,8,11,14,42,12,3,3
0,2,10,15,46,12,3,30
9,10,7,9,32,11,3,32
10,2,13,15,49,13,4,28
10,6,14,14,26,7,2,25
10,0,2,3,7,4,1,9
0,2,8,12,38,11,3,25
9,6,11,9,14,5,2,16
7,7,7,11,42,13,4,32
2,8,10,14,48,13,3,24
3,10,15,14,43,11,3,24
2,9,13,15,32,9,3,23
2,8,7,7,13,5,2,14
2,8,10,10,23,8,3,14
9,5,6,6,9,4,1,13
7,1,4,5,8,4,1,13
7,1,13,12,32,9,3,22
7,1,8,10,27,9,3,21
3,3,14,13,31,9,3,21
9,4,12,14,38,10,3,22
6,5,3,5,12,5,2,6
6,8,11,13,34,9,3,20
5,8,11,12,29,9,3,18
0,1,4,5,11,5,2,3
1,1,8,8,19,7,3,2
1,1,3,4,11,5,2,5
11,7,13,17,46,12,3,22
0,6,10,15,43,11,3,25
10,3,12,13,40,10,3,25
1,0,5,6,16,7,2,8
10,1,4,5,12,5,2,8
9,7,9,11,23,8,2,19
8,9,7,10,32,11,3,31
6,0,13,15,38,9,3,23
5,6,8,12,44,14,4,30
2,2,9,10,19,7,2,17
2,3,3,4,9,4,2,10
7,5,10,11,32,10,3,24
10,3,14,15,40,10,3,23
6,3,7,10,36,13,4,33
6,3,3,4,12,6,2,2
6,10,3,3,5,3,1,3
6,2,3,5,11,5,2,12
7,0,2,3,6,4,1,4
6,7,3,2,2,1,1,8
7,7,8,11,26,8,3,24
6,6,10,9,17,6,2,16
6,6,15,7,12,4,1,5
0,0,9,15,49,14,4,26
8,8,8,11,44,13,4,31
4,10,14,14,40,10,3,24
10,0,5,6,10,4,1,13
6,0,13,11,43,14,4,1
5,2,6,8,22,9,3,7
9,3,13,15,40,11,3,22
2,9,14,16,50,13,3,2
2,8,3,4,10,4,2,9
7,8,9,11,37,12,3,17
6,9,5,8,23,10,3,29
0,2,8,17,47,12,3,27
4,4,8,13,46,14,4,28
8,9,5,8,30,12,4,31
8,9,5,8,24,10,3,30
8,9,6,10,39,12,4,31
1,0,3,3,4,3,1,8
3,6,8,13,31,11,3,28
10,2,6,7,18,8,3,1
2,1,6,6,10,4,1,5
4,7,8,11,29,9,3,23
4,6,10,14,46,14,4,28
8,7,4,5,8,4,1,11
2,1,3,4,11,5,2,6
8,7,8,12,50,15,4,31
6,0,3,3,2,2,1,11
2,8,6,7,18,8,3,3
3,9,7,6,7,2,1,5
2,8,10,15,46,12,3,25
3,10,12,9,25,8,2,4
6,10,8,7,13,5,2,13
9,6,6,6,10,4,1,12
4,7,9,12,31,9,3,23
5,0,10,11,26,9,3,17
6,5,5,7,18,8,3,7
9,7,3,4,8,4,2,11
4,7,10,9,16,6,2,16
4,7,5,5,8,4,1,13
5,7,3,3,4,2,1,9
4,6,8,11,28,9,3,23
3,6,6,6,10,4,1,13
7,7,1,2,1,1,1,9
7,8,3,6,17,7,2,32
7,8,7,10,39,12,4,32
11,2,11,12,30,9,3,20
2,9,13,14,43,11,3,3
6,0,13,10,20,7,2,17
4,0,9,12,34,10,3,20
6,3,15,9,18,7,2,15
9,5,9,12,37,10,3,25
4,4,3,4,7,4,1,8
2,9,5,5,6,3,1,12
8,4,6,6,9,4,1,14
9,3,5,5,10,4,1,10
7,6,13,9,16,6,2,15
0,0,3,5,9,4,1,12
0,0,3,2,2,2,1,9
7,10,10,11,23,8,2,19
0,0,11,8,15,6,2,15
8,3,7,9,32,12,4,7
11,7,14,10,20,7,2,14
0,1,5,8,23,10,3,29
1,1,3,3,5,4,1,2
3,2,12,6,8,4,1,14
0,0,9,15,47,12,3,27
0,0,3,2,1,1,0,11
0,1,12,9,21,8,3,2
0,1,8,7,15,6,2,3
8,5,12,12,43,14,4,33
2,4,10,14,49,15,5,26
8,9,11,11,23,8,2,18
9,9,12,13,31,9,3,20
4,4,11,13,46,13,4,29
7,0,13,14,36,9,3,23
8,9,8,12,46,14,4,32
3,3,2,2,2,2,1,8
9,7,4,4,5,3,1,8
7,8,8,6,12,5,2,13
9,4,10,9,16,6,2,15
11,2,9,14,49,16,4,29
11,4,8,8,21,8,3,1
10,2,7,10,42,13,4,31
10,2,4,6,15,7,2,32
4,6,14,13,46,14,4,28
6,7,9,7,14,5,2,13
8,6,5,5,9,4,1,10
6,7,2,3,6,4,2,7
8,6,5,5,7,3,1,12
2,9,11,12,33,9,3,28
2,9,11,15,46,10,3,26
1,2,12,14,50,16,5,27
3,2,8,12,34,9,3,24
9,4,13,12,31,9,3,18
6,5,6,7,17,7,2,4
6,5,7,10,35,11,3,32
2,1,4,6,15,7,2,7
2,1,7,8,25,10,3,6
3,1,4,3,2,2,1,6
5,2,3,3,4,3,1,10
0,0,9,13,39,11,3,25
0,1,2,2,3,3,1,2
11,7,14,13,33,10,3,16
7,3,5,8,22,9,3,0
0,1,9,8,14,6,2,5
1,1,9,9,19,7,2,3
2,8,3,3,2,2,1,9
2,6,6,6,9,4,1,13
2,7,10,15,49,12,3,28
5,0,11,13,31,9,3,22
5,0,4,3,3,2,1,10
5,0,2,3,4,3,1,10
8,5,4,5,10,4,1,12
2,1,4,4,9,4,2,6
2,8,2,2,2,2,1,5
2,8,3,4,11,5,2,4
6,0,3,5,17,8,3,5
6,0,7,10,33,12,3,5
8,10,4,5,8,4,1,10
8,10,13,11,26,8,3,22
9,3,11,15,40,8,2,4
11,2,7,10,37,13,4,28
5,0,9,11,29,8,3,23
8,9,6,9,30,11,3,31
8,9,7,10,37,13,4,30
8,9,7,10,37,12,3,32
8,9,7,9,37,13,4,32
5,10,8,8,15,6,2,15
9,6,5,5,10,4,1,12
9,6,12,11,24,8,2,18
9,6,2,2,1,1,0,10
4,4,5,4,2,1,0,5
3,6,11,12,35,10,3,22
10,2,8,11,45,14,4,30
3,3,14,13,32,10,3,18
3,3,11,14,39,10,3,25
4,4,11,14,40,10,3,25
9,3,5,5,7,4,1,10
5,0,10,11,21,7,2,18
6,9,9,6,11,4,1,13
7,8,12,15,40,10,3,24
2,4,0,1,4,4,2,3
10,2,9,15,48,13,4,26
10,0,1,1,0,1,0,4
11,2,9,12,43,11,3,26
0,2,8,16,41,10,3,22
0,2,8,10,21,7,2,16
11,4,14,15,49,13,3,28
9,9,8,7,18,6,5,8
5,0,2,1,1,1,0,8
4,4,8,11,29,9,3,23
4,7,3,4,7,4,1,12
4,7,0,0,0,0,0,8
3,6,10,16,47,12,3,27
3,6,15,4,1,1,1,5
8,3,13,17,50,12,3,2
6,5,4,6,16,7,2,6
9,5,12,12,26,8,2,22
8,7,7,11,46,14,4,32
7,1,5,4,6,3,1,12
7,1,5,6,8,4,1,13
7,1,12,13,35,9,3,24
11,3,8,11,39,13,4,0
11,3,7,10,36,12,4,28
3,6,9,15,48,15,4,28
3,6,11,14,46,13,4,27
1,1,5,8,24,10,3,31
10,6,15,11,25,8,2,4
0,0,3,4,8,4,1,11
0,7,5,6,13,6,2,6
2,7,10,12,35,10,3,17
4,2,5,5,9,4,1,10
8,9,6,9,28,11,3,28
5,6,3,4,8,4,1,8
4,5,10,10,19,7,2,17
1,0,8,12,44,15,4,30
8,8,2,3,4,3,1,1
4,10,13,8,14,6,2,15
4,4,11,11,24,8,2,21
4,4,11,9,17,6,2,15
3,2,2,3,6,4,1,7
3,2,8,11,44,15,4,7
8,4,2,3,5,3,1,10
9,3,7,6,11,4,1,13
9,3,4,4,8,4,1,8
2,1,4,3,4,3,1,6
5,0,9,11,22,7,2,18
4,6,12,14,42,11,3,22
5,5,7,9,35,12,4,33
6,5,8,9,28,11,3,5
2,9,11,12,41,13,4,14
2,8,9,11,41,11,3,27
2,9,5,7,20,8,3,24
8,6,3,4,6,4,1,8
3,4,4,6,14,6,2,7
3,4,5,6,19,8,3,2
2,1,4,3,2,2,1,5
4,7,9,9,19,7,2,16
4,6,9,8,15,6,2,14
4,7,4,3,2,2,1,12
4,7,3,1,0,0,0,11
9,4,8,12,38,10,3,21
9,4,10,11,25,8,3,18
6,5,4,7,17,8,3,30
6,5,4,7,18,8,3,30
6,5,6,6,11,3,1,3
4,4,7,10,37,12,4,28
2,8,11,14,38,10,3,25
9,5,9,12,28,9,3,18
10,2,7,10,32,11,4,29
10,2,7,10,42,13,3,32
10,2,5,7,21,9,3,32
3,6,8,13,49,14,4,27
3,6,9,13,49,16,4,29
6,0,11,11,22,7,2,20
10,0,4,5,13,5,2,10
6,3,14,11,28,9,3,19
2,5,12,14,38,10,3,22
2,5,11,11,24,8,3,15
3,2,14,15,41,11,3,22
6,3,15,11,24,8,3,18
6,10,8,12,28,9,3,21
8,8,10,15,43,10,3,6
5,10,13,11,26,8,3,20
4,4,10,9,17,6,2,17
3,3,10,13,30,9,3,22
4,4,5,5,9,4,1,11
3,3,3,4,6,3,1,11
9,7,10,18,47,12,3,28
8,6,11,13,38,10,3,22
1,6,5,6,13,6,2,5
8,9,1,2,3,3,1,1
8,9,0,0,1,2,1,0
0,0,12,12,43,12,4,24
1,0,14,17,47,12,3,28
1,0,9,12,28,8,2,23
9,3,6,8,18,7,2,18
9,3,11,13,42,10,3,27
9,3,5,5,8,4,1,12
6,7,8,13,47,15,4,33
2,1,6,6,12,5,2,4
6,0,9,8,14,5,2,15
9,4,9,12,26,10,3,4
5,0,9,11,47,14,4,31
4,4,14,15,48,16,4,14
7,1,3,3,4,3,1,9
7,1,4,3,2,2,1,9
7,8,13,15,37,9,3,23
0,1,10,11,25,8,2,5
1,1,6,6,14,6,2,5
2,9,10,16,48,13,3,29
8,7,8,12,30,9,3,19
9,4,9,13,26,8,2,20
8,10,9,13,37,10,3,27
8,9,10,14,37,9,3,24
8,9,11,10,19,7,2,16
6,7,1,1,2,2,1,3
3,5,14,17,49,12,3,5
10,4,10,15,46,12,3,19
9,4,2,2,2,2,1,8
8,8,12,16,41,11,3,26
6,5,8,10,40,13,4,1
6,0,3,2,1,1,0,10
10,3,12,15,42,10,3,24
10,3,7,8,13,5,2,14
6,5,11,12,29,8,2,4
9,7,13,15,45,11,3,26
2,8,8,13,34,10,3,19
8,4,7,10,34,12,4,12
8,4,7,10,25,10,3,32
0,2,8,8,14,5,2,14
2,6,8,7,16,6,2,6
8,3,9,11,44,14,4,33
7,10,9,12,25,8,2,20
7,1,6,7,12,5,2,14
2,5,13,17,48,12,3,27
8,7,10,10,20,6,2,5
5,0,10,11,38,10,3,27
3,9,10,15,45,12,3,2
1,2,11,17,49,16,4,26
10,1,4,6,17,7,3,15
0,4,8,12,47,15,4,33
11,4,7,12,43,13,4,29
11,4,7,10,39,13,5,1
8,5,9,12,31,9,3,18
1,1,10,13,48,14,4,27
5,0,9,11,25,8,2,21
9,3,1,1,1,1,1,8
11,0,8,10,22,7,2,17
9,5,6,7,11,4,1,14
6,3,7,10,36,12,4,6
11,5,8,14,48,11,3,25
5,0,13,13,32,9,3,18
6,0,14,11,26,9,3,21
9,3,10,10,36,12,4,0
4,1,9,11,40,13,4,7
9,4,10,15,36,9,3,24
7,5,3,6,16,7,2,31
8,8,14,13,31,9,3,23
7,6,12,12,28,8,2,22
5,6,3,2,1,1,1,8
7,6,5,5,6,3,1,12
4,6,5,6,9,4,1,13
3,5,14,12,27,8,2,20
7,6,4,4,3,2,1,12
0,0,14,15,38,10,3,21
1,0,11,13,39,10,3,23
1,0,10,11,38,11,3,25
1,0,10,14,39,10,3,21
0,1,7,8,22,9,3,0
9,9,4,4,6,3,1,11
9,9,12,15,45,12,3,27
10,6,12,13,28,9,3,18
10,5,0,0,0,1,1,5
6,6,0,1,1,1,1,1
9,9,7,7,13,5,2,14
7,8,12,14,38,10,3,24
7,8,5,5,10,4,1,10
11,6,8,11,26,8,2,21
8,0,9,12,47,15,4,7
2,9,6,9,31,11,3,26
8,9,6,8,23,10,3,33
8,9,9,10,37,12,4,1
8,9,4,7,26,11,3,1
11,4,12,15,43,10,3,1
5,10,5,5,9,4,1,10
4,4,13,15,39,10,3,24
4,4,2,3,7,4,2,6
4,4,7,9,27,11,3,3
10,0,2,2,2,1,1,11
0,0,9,12,27,9,3,16
7,4,8,9,17,6,2,17
9,3,14,12,27,8,3,20
9,3,5,5,7,3,1,13
8,4,4,5,11,5,2,11
0,2,9,14,49,15,4,28
5,0,11,11,40,13,4,31
6,0,8,11,41,13,4,29
4,4,1,2,3,3,1,7
2,8,10,12,28,8,2,27
2,8,10,9,16,6,2,16
6,7,9,15,41,11,3,25
1,0,7,9,24,9,3,13
