,alpha_freq,delta_width,u_freq,g_freq,r_width,i_freq,z_width,redshift_width
21790,1,5,3,4,4,4,3,0
21791,1,4,2,4,3,4,4,4
21792,2,4,4,3,3,3,3,4
21793,1,4,1,2,3,4,4,5
21794,4,4,1,1,3,3,4,8
21795,4,4,1,2,3,3,4,8
21796,1,5,2,3,4,4,5,0
21797,4,1,4,4,4,4,5,4
21798,4,4,2,2,3,2,3,2
21799,4,4,4,3,3,2,3,2
21800,4,3,0,0,1,0,2,0
21801,0,3,2,2,3,2,3,0
21802,0,3,4,4,4,3,4,0
21803,4,2,2,1,2,1,3,0
21804,1,2,4,2,2,1,3,2
21805,2,3,2,2,3,2,3,3
21806,4,4,2,4,3,3,3,3
21807,4,5,1,0,1,0,1,0
21808,3,6,0,0,1,0,1,0
21809,4,5,1,1,1,0,2,1
21810,0,1,0,1,2,2,3,4
21811,4,1,2,1,2,1,2,0
21812,1,4,1,1,2,2,4,6
21813,1,4,0,1,2,2,3,1
21814,1,4,0,1,2,1,2,0
21815,1,4,1,1,2,2,3,0
21816,4,3,4,3,3,2,3,2
21817,1,6,4,3,3,2,3,2
21818,1,3,3,4,4,4,5,4
21819,3,2,2,2,2,1,2,2
21820,0,2,3,3,3,2,3,2
21821,4,3,2,2,3,4,4,12
21822,2,4,4,4,4,3,4,4
21823,2,4,2,2,3,4,4,13
21824,0,1,3,4,5,4,5,3
21825,1,3,3,4,4,4,5,4
21826,1,4,4,3,2,1,3,2
21827,2,1,4,3,3,2,3,2
21828,2,1,4,2,3,1,3,2
21829,1,2,2,1,2,1,2,1
21830,1,6,0,0,1,0,1,0
21831,0,3,2,2,2,1,3,1
21832,4,3,2,2,3,2,3,2
21833,1,5,3,3,3,4,5,0
21834,4,4,2,2,3,3,3,3
21835,2,1,0,0,1,0,2,0
21836,1,5,2,3,3,4,4,2
21837,0,2,2,4,4,4,5,6
21838,0,2,3,4,4,4,5,4
21839,0,1,2,3,4,4,5,5
21840,0,1,1,0,1,0,1,0
21841,0,2,4,2,2,1,3,2
21842,2,4,3,3,3,3,4,2
21843,3,4,0,0,1,0,1,0
21844,4,2,0,0,1,0,1,0
21845,2,4,1,2,3,4,5,10
21846,1,4,3,1,2,0,1,0
21847,1,3,4,1,2,1,2,0
21848,1,6,3,4,3,3,3,2
21849,1,5,4,4,4,3,4,3
21850,1,2,0,0,1,1,2,0
21851,4,1,4,4,4,4,5,5
21852,0,1,4,3,3,2,3,11
21853,0,1,4,4,4,4,4,4
21854,1,5,4,4,4,4,3,1
21855,1,5,4,3,4,4,5,7
21856,4,2,0,0,1,0,1,0
21857,4,2,2,3,3,4,5,4
21858,4,3,0,1,2,2,3,9
21859,4,1,1,2,3,3,4,10
21860,0,1,4,3,3,2,3,0
21861,0,1,0,0,2,1,2,0
21862,0,1,3,2,2,1,3,2
21863,0,1,2,3,3,4,4,4
21864,1,7,2,1,2,1,2,1
21865,0,1,1,1,2,1,2,0
21866,4,2,1,1,2,1,3,0
21867,2,4,2,2,4,4,5,9
21868,2,4,3,3,4,4,5,0
21869,2,4,3,4,4,4,5,7
21870,1,6,1,0,1,0,2,0
21871,3,4,1,1,3,3,4,4
21872,1,3,0,0,1,0,1,0
21873,2,3,4,3,3,2,3,3
21874,0,2,4,2,2,1,3,2
21875,0,3,1,2,3,3,4,9
21876,0,4,1,1,2,2,3,0
21877,2,3,0,0,1,0,1,0
21878,4,4,2,3,3,3,3,3
21879,0,1,0,0,2,1,2,0
21880,0,1,1,1,3,2,4,3
21881,0,1,1,2,3,3,4,13
21882,1,7,1,0,1,0,1,0
21883,2,6,1,1,1,0,1,0
21884,4,1,4,4,4,4,5,4
21885,4,3,2,3,3,2,3,0
21886,2,4,2,3,4,4,5,10
21887,2,2,1,2,3,4,4,11
21888,2,2,0,1,2,2,3,2
21889,3,2,2,2,3,3,4,0
21890,0,1,3,2,3,4,4,0
21891,0,4,3,3,3,3,3,2
21892,2,4,4,4,4,4,4,3
21893,3,1,1,0,1,0,2,0
21894,3,5,1,0,1,0,1,0
21895,0,1,1,1,2,1,3,1
21896,1,2,0,1,2,1,2,0
21897,1,2,2,2,3,4,4,4
21898,1,4,2,3,3,4,5,7
21899,1,4,0,0,1,0,2,0
21900,1,4,1,1,3,3,4,0
21901,4,3,3,2,2,1,2,2
21902,4,2,1,1,2,1,3,0
21903,1,3,4,3,3,2,3,3
21904,2,7,0,0,1,1,2,0
21905,1,7,4,3,3,2,3,2
21906,4,2,0,1,2,1,3,10
21907,0,5,1,2,3,3,4,11
21908,0,5,0,0,1,0,1,0
21909,3,4,1,0,1,0,1,0
21910,0,2,2,3,3,3,3,3
21911,0,4,0,0,1,1,2,0
21912,1,1,1,1,3,3,4,0
21913,1,4,0,1,2,1,3,0
21914,1,4,2,3,4,4,4,5
21915,2,3,3,4,4,4,5,3
21916,3,5,1,2,3,3,4,6
21917,2,6,2,1,2,1,2,0
21918,1,5,1,1,3,3,4,0
21919,1,5,2,4,3,1,3,0
21920,4,2,4,2,2,1,3,2
21921,4,3,4,2,2,1,3,2
21922,3,4,3,4,3,2,3,3
21923,1,3,3,4,4,4,5,5
21924,2,6,2,3,3,2,3,2
21925,0,1,4,3,3,3,3,2
21926,1,3,1,0,1,0,2,0
21927,1,3,2,3,3,3,3,3
21928,1,5,2,2,2,2,3,0
21929,0,1,0,0,2,1,2,0
21930,0,1,1,1,2,1,3,0
21931,1,3,3,4,4,4,5,5
21932,1,7,2,2,3,2,3,2
21933,1,7,2,2,2,1,3,2
21934,4,2,2,1,2,2,3,10
21935,2,3,3,3,3,2,3,3
21936,4,3,4,4,3,2,3,3
21937,3,5,0,0,1,1,2,0
21938,1,5,3,4,3,3,4,3
21939,1,3,3,4,4,4,5,4
21940,2,3,4,2,3,2,3,2
21941,2,3,1,1,1,0,2,0
21942,0,2,3,4,4,4,4,5
21943,0,2,3,3,3,2,3,2
21944,1,6,0,0,1,0,1,0
21945,1,6,4,3,3,2,3,2
21946,2,6,0,1,2,2,3,4
21947,2,6,4,3,4,4,5,10
21948,2,6,2,3,3,3,4,3
21949,2,1,2,2,2,1,3,2
21950,2,1,4,3,3,2,3,2
21951,2,1,2,2,4,4,4,10
21952,2,1,0,0,0,0,0,0
21953,2,1,2,2,4,4,4,12
21954,2,1,1,1,3,3,4,0
21955,4,2,1,0,1,0,1,0
21956,4,1,1,1,2,1,2,1
21957,4,1,1,0,1,0,1,0
21958,4,4,0,1,2,1,3,0
21959,4,4,0,1,2,1,3,12
21960,3,4,3,4,3,3,3,0
21961,4,1,2,4,4,4,5,4
21962,1,2,2,3,3,2,3,3
21963,0,1,0,1,2,2,3,3
21964,0,1,0,0,1,0,2,0
21965,3,1,0,0,1,0,1,0
21966,4,3,2,2,3,3,4,13
21967,0,1,2,3,3,4,4,14
21968,0,1,1,1,2,1,2,0
21969,4,1,0,0,1,0,1,0
21970,3,3,1,1,2,1,2,0
21971,1,4,1,2,3,4,4,7
21972,0,1,1,2,3,4,4,6
21973,3,6,2,2,3,2,3,2
21974,1,2,4,4,3,3,3,3
21975,3,4,4,4,4,4,4,5
21976,0,4,3,4,3,3,3,3
21977,0,4,3,1,2,1,2,1
21978,0,1,1,1,2,3,4,0
21979,0,1,2,3,4,4,5,5
21980,3,4,2,3,4,4,5,11
21981,0,1,1,1,3,2,4,1
21982,0,1,1,1,2,1,3,1
21983,3,1,1,1,3,3,4,10
21984,4,3,3,4,3,2,3,3
21985,0,5,3,4,3,3,4,2
21986,2,4,0,0,1,0,2,0
21987,1,3,4,4,4,4,5,4
21988,1,2,2,2,2,1,2,1
21989,1,5,4,4,4,4,4,0
21990,3,3,2,1,2,1,2,1
21991,1,7,0,0,1,0,1,0
21992,4,1,1,0,1,0,1,0
21993,4,3,1,1,2,1,2,0
21994,2,4,2,3,3,4,5,6
21995,1,4,0,0,1,1,2,0
21996,1,4,1,2,3,3,4,10
21997,1,4,4,4,4,3,4,0
21998,1,4,3,3,4,4,5,0
21999,1,6,3,3,3,2,3,3
22000,4,1,1,0,1,0,1,0
22001,1,7,1,1,2,1,3,0
22002,1,6,1,1,3,3,4,7
22003,2,2,0,0,2,1,2,0
22004,4,3,0,0,1,1,2,0
22005,4,3,3,3,3,2,3,3
22006,4,3,4,4,3,3,3,3
22007,3,4,3,4,3,3,3,3
22008,4,3,1,2,3,4,4,10
22009,4,4,2,3,4,4,5,9
22010,2,6,0,0,0,0,1,0
22011,2,6,0,0,0,0,0,0
22012,3,5,4,3,3,4,4,0
22013,4,4,3,2,2,1,3,2
22014,2,4,2,2,3,4,5,8
22015,1,4,0,1,2,2,3,3
22016,1,4,1,1,3,3,4,0
22017,1,4,1,1,3,3,4,13
22018,0,1,4,4,4,4,5,5
22019,0,1,1,1,2,2,3,1
22020,0,1,0,0,1,1,2,0
22021,0,1,0,1,2,1,3,0
22022,0,1,2,2,3,4,5,8
22023,0,1,3,3,4,4,5,8
22024,0,1,0,1,2,1,3,0
22025,4,1,1,3,4,4,5,6
22026,1,5,3,4,3,3,3,0
22027,3,1,0,0,1,1,2,0
22028,3,2,1,1,2,2,3,0
22029,2,4,2,2,3,4,4,10
22030,1,7,2,2,2,1,2,2
22031,1,7,0,0,2,1,2,0
22032,4,4,3,4,4,3,4,3
22033,4,0,0,0,1,0,2,0
22034,1,4,3,4,4,4,3,0
22035,1,3,2,3,4,4,4,6
22036,1,3,4,4,4,4,4,5
22037,1,3,4,4,4,4,4,4
22038,1,2,4,3,3,2,3,2
22039,0,4,3,2,3,3,4,0
22040,4,2,0,1,2,1,3,0
22041,1,1,0,0,1,0,2,0
22042,1,1,0,0,0,0,1,0
22043,1,3,4,4,3,3,4,4
22044,4,1,4,3,4,4,5,0
22045,3,7,3,2,2,1,3,1
22046,1,5,4,4,4,4,4,5
22047,1,5,0,0,1,0,2,0
22048,2,6,0,0,1,0,2,1
22049,2,4,2,2,2,1,3,2
22050,1,6,4,4,3,3,4,3
22051,4,4,1,1,1,0,1,1
22052,4,4,1,1,2,1,2,0
22053,1,4,1,3,3,4,5,6
22054,0,1,3,4,4,4,4,4
22055,2,7,2,3,3,2,3,3
22056,3,4,1,1,2,1,2,1
22057,3,4,2,2,2,1,2,3
22058,4,1,4,3,3,3,5,1
22059,0,1,3,4,5,4,5,3
22060,2,2,3,3,3,2,3,3
22061,1,4,2,3,4,4,4,7
22062,2,7,0,0,1,0,1,0
22063,1,6,1,1,3,3,4,13
22064,3,4,4,3,3,2,3,2
22065,1,2,4,2,2,1,3,2
22066,2,4,1,0,1,0,1,0
22067,4,4,0,0,1,0,2,0
22068,3,4,2,2,4,4,4,0
22069,2,6,0,0,2,1,2,0
22070,0,4,1,2,3,3,4,9
22071,4,4,3,4,3,3,4,2
22072,4,5,0,0,1,0,1,0
22073,1,2,1,1,3,3,4,12
22074,0,7,0,1,2,1,3,0
22075,0,1,2,3,4,4,5,5
22076,0,1,0,0,2,1,2,0
22077,4,1,1,1,3,3,4,7
22078,2,3,3,1,2,1,2,1
22079,3,3,2,2,3,1,3,2
22080,4,3,0,0,1,0,2,0
22081,1,4,4,3,3,2,3,2
22082,1,5,3,3,3,2,3,3
22083,2,6,0,0,1,1,2,0
22084,1,5,1,1,1,0,2,1
22085,1,3,2,4,3,3,3,3
22086,1,5,2,2,3,2,3,3
22087,2,4,0,0,0,0,1,0
22088,3,4,0,0,1,0,1,0
22089,1,3,1,1,2,0,2,1
22090,1,2,0,1,1,0,2,1
22091,1,2,1,0,1,0,1,0
22092,1,3,3,4,3,3,3,3
22093,1,6,4,4,3,3,4,3
22094,1,2,3,2,2,1,3,2
22095,0,2,1,2,3,4,5,0
22096,3,6,0,1,2,1,2,0
22097,1,4,4,3,3,2,3,2
22098,1,4,3,4,4,4,4,4
22099,1,2,3,4,3,3,3,3
22100,2,3,3,4,4,4,5,4
22101,1,4,0,0,1,0,1,0
22102,1,6,3,3,3,3,4,1
22103,3,4,1,2,3,4,4,14
22104,3,4,1,0,1,0,1,0
22105,0,3,3,2,3,2,3,3
22106,4,5,0,0,0,0,0,0
22107,4,1,2,2,3,3,5,5
22108,2,1,4,2,3,3,4,0
22109,0,3,4,4,3,2,3,3
22110,0,1,0,1,2,2,3,9
22111,3,2,2,1,2,1,2,1
22112,3,2,0,0,1,0,2,0
22113,3,2,1,0,1,0,1,0
22114,1,1,0,0,1,0,1,0
22115,0,1,0,0,0,0,1,0
22116,0,1,1,1,2,1,2,0
22117,0,1,3,3,4,4,4,14
22118,2,3,3,2,2,1,3,2
22119,1,6,2,3,4,4,5,6
22120,1,6,1,1,3,3,4,0
22121,1,6,1,2,3,3,4,5
22122,2,1,2,2,4,4,5,12
22123,0,1,1,0,1,0,2,0
22124,0,1,1,1,2,1,2,1
22125,1,5,3,2,3,2,3,2
22126,3,5,4,2,2,1,3,0
22127,4,5,3,2,2,1,2,0
22128,1,7,4,3,3,3,3,2
22129,4,4,2,3,3,3,3,3
22130,4,4,3,4,3,3,4,3
22131,1,4,3,4,4,4,4,4
22132,2,1,3,1,2,1,2,1
22133,2,1,3,2,2,1,2,2
22134,1,6,4,3,3,2,3,3
22135,0,1,1,2,3,3,4,9
22136,4,3,3,4,4,4,4,6
22137,4,3,1,1,1,0,2,1
22138,3,1,2,1,2,2,3,0
22139,0,1,2,1,2,1,2,1
22140,1,3,2,3,3,2,3,2
22141,1,3,3,4,3,2,3,3
22142,0,1,3,4,4,4,5,6
22143,1,6,0,0,1,0,2,0
22144,0,1,3,4,4,4,5,1
22145,0,4,4,2,3,3,3,0
22146,4,5,1,0,1,0,1,0
22147,4,3,2,2,4,4,5,12
22148,2,2,1,2,3,3,4,4
22149,2,2,3,2,3,4,4,0
22150,4,2,3,3,3,2,3,2
22151,1,4,1,2,3,4,4,4
22152,4,8,0,0,0,0,0,0
22153,1,2,4,3,3,3,3,0
22154,1,2,4,4,3,3,3,3
22155,4,2,3,4,3,3,4,2
22156,1,2,1,1,2,1,2,0
22157,1,2,0,1,2,2,3,7
22158,4,3,2,2,3,2,3,0
22159,4,2,2,2,3,4,4,12
22160,4,2,3,3,3,2,3,3
22161,4,3,1,1,1,0,1,0
22162,4,2,4,4,3,2,3,2
22163,1,5,2,2,3,3,4,0
22164,2,3,1,1,2,1,3,0
22165,0,1,0,0,1,0,2,0
22166,0,2,4,3,3,3,6,0
22167,1,4,1,1,3,3,4,11
22168,3,4,0,0,1,0,1,0
22169,4,2,0,0,1,0,1,0
22170,0,1,3,2,2,1,2,0
22171,0,1,1,1,3,3,4,3
22172,3,4,2,1,2,1,2,1
22173,3,4,1,1,1,0,2,1
22174,4,2,2,1,2,1,2,1
22175,4,4,1,1,2,1,2,1
22176,3,4,3,4,4,4,3,5
22177,2,4,1,1,3,2,4,10
22178,2,4,2,2,3,4,5,8
22179,3,4,3,2,3,2,3,0
22180,2,4,2,3,4,4,5,8
22181,4,3,1,0,1,0,1,1
22182,1,2,0,0,1,0,1,0
22183,1,5,4,4,3,3,4,3
22184,1,2,2,2,2,1,3,1
22185,0,1,2,3,4,4,5,5
22186,0,1,2,4,4,4,4,4
22187,0,2,3,2,2,1,3,1
22188,0,3,1,1,3,2,3,2
22189,1,6,2,3,4,4,5,9
22190,2,6,1,1,2,2,3,0
22191,2,6,2,2,3,4,4,7
22192,4,1,4,4,4,4,5,3
22193,1,2,3,2,2,1,3,2
22194,2,7,0,1,2,1,2,1
22195,1,7,2,4,3,2,3,3
22196,0,1,0,0,0,0,1,0
22197,4,8,0,0,0,0,0,0
22198,1,4,1,2,3,4,4,11
22199,1,6,1,1,2,2,3,8
22200,1,4,1,2,3,3,4,12
22201,3,4,4,2,2,1,2,2
22202,4,3,1,0,1,0,1,0
22203,2,2,1,1,2,1,3,0
22204,2,2,2,2,3,4,4,13
22205,4,3,0,1,2,2,3,13
22206,0,1,2,2,3,2,3,1
22207,3,3,1,0,1,0,2,1
22208,1,4,4,4,3,2,3,3
22209,1,6,2,2,3,2,4,0
22210,3,4,3,3,3,3,3,3
22211,2,6,1,2,3,4,4,10
22212,0,0,2,3,3,2,3,3
22213,1,4,3,4,4,4,5,4
22214,0,5,4,4,4,4,4,0
22215,1,3,2,1,2,0,1,0
22216,1,2,0,1,2,1,3,12
22217,4,3,2,4,3,3,3,3
22218,2,6,0,0,1,0,2,0
22219,4,4,1,0,1,0,1,0
22220,3,6,3,4,5,4,4,2
22221,1,1,0,0,1,0,1,0
22222,4,2,2,1,2,1,2,1
22223,2,4,4,4,3,3,3,3
22224,2,4,3,3,3,2,3,3
22225,1,4,1,1,2,2,3,14
22226,0,5,3,4,3,3,4,3
22227,1,5,3,3,3,2,3,2
22228,1,5,3,4,3,3,3,3
22229,4,1,2,2,2,1,2,2
22230,3,5,3,2,3,4,4,0
22231,4,4,2,2,3,3,4,0
22232,4,1,2,2,3,3,4,0
22233,1,6,2,3,4,4,5,7
22234,1,4,0,0,0,0,0,0
22235,2,1,2,0,1,0,1,0
22236,4,3,0,0,1,0,2,0
22237,0,1,0,0,1,0,2,0
22238,4,1,2,1,2,1,2,0
22239,4,2,4,3,3,2,3,1
22240,4,2,4,2,3,2,3,2
22241,4,4,2,3,4,4,5,8
22242,2,6,1,2,3,3,4,0
22243,4,1,2,3,3,2,3,1
22244,2,1,4,3,3,2,3,3
22245,4,1,1,1,3,3,4,7
22246,2,3,0,0,2,1,2,0
22247,2,3,0,0,1,0,1,0
22248,1,2,4,4,3,3,4,2
22249,1,6,0,0,1,0,1,0
22250,2,1,2,2,3,3,4,0
22251,2,1,0,0,1,0,2,0
22252,4,2,0,0,2,1,2,0
22253,4,2,1,1,2,1,2,0
22254,4,3,0,0,1,1,2,0
22255,3,1,2,3,3,3,3,3
22256,1,4,2,3,3,4,4,5
22257,1,4,3,4,4,4,5,0
22258,4,4,4,3,3,2,3,2
22259,4,4,4,4,3,3,4,3
22260,4,3,0,0,1,1,2,0
22261,3,1,0,0,1,0,2,0
22262,4,4,2,3,4,4,5,8
22263,0,3,2,3,3,4,5,11
22264,3,5,1,1,1,0,2,0
22265,2,5,1,1,1,0,2,1
22266,2,2,2,2,3,4,4,11
22267,1,2,3,3,3,2,3,2
22268,3,4,3,4,4,4,4,0
22269,0,1,1,1,2,2,3,0
22270,0,1,2,2,3,4,4,5
22271,0,1,1,2,3,4,4,9
22272,3,4,1,1,3,3,4,13
22273,0,1,1,1,3,3,4,3
22274,3,6,4,4,4,3,4,3
22275,3,6,2,3,3,4,4,4
22276,4,5,1,1,2,2,3,0
22277,1,4,2,3,4,4,4,10
22278,1,4,0,1,2,1,3,13
22279,1,4,2,2,4,4,5,12
22280,4,4,1,1,3,3,4,4
22281,1,5,4,4,4,4,4,0
22282,3,5,4,4,4,3,4,8
22283,2,4,0,0,1,0,1,0
22284,1,3,4,3,3,2,3,3
22285,2,3,2,1,2,1,2,1
22286,4,1,4,4,4,3,3,0
22287,3,4,1,1,1,0,1,1
22288,3,1,3,3,3,3,3,3
22289,3,4,0,0,1,0,1,0
22290,0,5,3,3,3,2,3,3
22291,1,6,2,3,3,2,3,2
22292,0,1,3,2,3,4,4,1
22293,4,3,1,1,2,2,3,0
22294,2,1,4,4,4,3,4,3
22295,1,7,0,0,1,0,2,0
22296,4,4,3,3,3,2,3,2
22297,1,3,3,2,3,1,3,2
22298,1,3,3,4,4,4,4,3
22299,3,1,1,1,1,0,1,1
22300,0,3,4,4,4,4,4,4
22301,4,3,1,1,2,1,3,0
22302,1,5,1,1,3,3,4,5
22303,3,2,2,1,2,1,2,2
22304,4,3,2,2,3,4,4,9
22305,4,3,0,0,1,0,1,0
22306,4,2,0,0,1,0,1,0
22307,4,2,4,3,3,2,3,2
22308,1,5,4,4,3,3,4,2
22309,0,1,2,2,3,4,4,5
22310,0,1,1,2,3,3,4,0
22311,0,1,1,1,3,2,4,9
22312,0,1,2,4,4,4,5,9
22313,2,5,4,4,4,3,4,4
22314,3,2,4,3,3,2,3,2
22315,3,2,3,3,3,2,3,3
22316,2,2,2,3,3,4,4,13
22317,2,2,1,1,3,3,4,0
22318,0,2,3,4,4,4,5,4
22319,1,4,1,1,2,1,3,0
22320,1,4,3,3,3,2,3,0
22321,1,4,1,2,3,3,4,8
22322,1,4,1,1,3,2,4,6
22323,2,7,0,0,1,0,1,0
22324,4,3,0,1,2,2,3,7
22325,4,4,1,0,1,0,2,0
22326,4,3,4,4,3,2,3,3
22327,2,1,2,2,3,4,4,13
22328,4,1,2,1,2,1,2,1
22329,0,4,0,1,2,2,3,11
22330,0,4,1,2,3,3,4,10
22331,0,1,1,1,2,1,2,0
22332,0,1,3,3,3,2,3,2
22333,4,5,3,3,4,4,5,0
22334,1,3,1,2,3,3,4,11
22335,1,3,2,3,4,4,5,7
22336,3,4,2,2,3,4,5,5
22337,4,3,2,1,2,1,2,1
22338,2,5,1,2,3,4,4,5
22339,2,6,0,0,2,1,3,3
22340,3,5,2,3,4,4,5,8
22341,4,4,0,0,1,0,1,0
22342,3,4,0,0,1,0,2,0
22343,4,3,2,2,3,2,4,3
22344,3,6,2,1,2,1,2,1
22345,1,4,4,2,3,3,4,4
22346,0,2,2,3,3,3,4,2
22347,1,5,0,1,2,1,3,12
22348,3,7,4,2,3,2,3,0
22349,3,7,2,3,3,2,3,3
22350,1,5,4,4,4,3,4,3
22351,1,5,2,2,3,2,3,2
22352,0,5,1,2,3,3,4,5
22353,1,6,3,3,3,2,3,0
22354,1,6,4,3,3,3,4,0
22355,0,1,1,2,3,3,4,9
22356,2,4,1,2,3,3,4,7
22357,4,2,2,3,4,4,5,2
22358,2,4,2,2,2,1,3,2
22359,1,3,3,3,3,2,3,2
22360,4,3,1,1,2,2,3,8
22361,4,3,1,1,2,2,3,13
22362,2,4,4,4,3,1,3,0
22363,2,4,2,2,3,4,4,0
22364,2,4,3,3,3,4,5,0
22365,1,4,1,1,2,2,3,6
22366,1,4,1,1,2,1,3,9
22367,3,5,4,4,3,4,4,2
22368,3,1,4,3,3,2,3,2
22369,3,4,1,1,1,0,2,1
22370,1,6,2,2,3,1,3,2
22371,2,7,1,1,2,1,2,0
22372,3,7,2,1,2,1,2,1
22373,3,1,4,4,4,3,3,3
22374,3,1,2,1,2,1,2,1
22375,2,7,3,4,3,3,4,2
22376,1,3,0,1,2,1,3,0
22377,4,4,4,2,2,1,2,2
22378,1,3,3,4,4,4,4,4
22379,1,3,2,2,2,1,2,1
22380,4,2,0,0,1,0,1,0
22381,0,4,2,2,3,3,4,3
22382,0,4,1,2,3,3,4,6
22383,0,4,2,3,4,4,5,9
22384,1,5,3,3,4,4,4,10
22385,0,4,0,0,0,0,1,0
22386,1,1,1,1,2,2,3,0
22387,2,1,1,1,2,1,3,0
22388,2,1,4,3,3,3,4,4
22389,4,4,4,4,3,2,3,2
22390,3,4,2,1,2,1,2,1
22391,4,4,4,4,3,3,4,3
22392,4,4,4,4,3,3,3,3
22393,1,3,2,3,4,4,5,5
22394,1,3,0,0,1,0,1,0
22395,0,2,0,0,1,0,1,0
22396,3,3,0,1,2,2,3,4
22397,4,2,2,2,2,1,2,1
22398,1,2,1,0,1,0,1,1
22399,1,2,0,0,1,0,2,0
22400,4,2,3,4,3,3,3,2
22401,2,4,1,1,3,2,4,2
22402,4,2,0,0,1,0,1,0
22403,4,2,1,0,1,0,2,0
22404,4,2,1,1,2,1,3,0
22405,0,3,4,4,4,4,4,3
22406,3,2,1,2,3,3,4,4
22407,2,4,0,0,1,0,1,0
22408,1,4,0,0,2,1,2,0
22409,1,4,0,1,3,3,4,9
22410,1,4,1,3,3,4,5,5
22411,1,4,0,0,2,1,2,0
22412,4,2,2,2,2,1,2,1
22413,1,5,1,2,3,4,4,3
22414,2,6,1,1,3,3,4,4
22415,2,6,0,0,1,1,2,7
22416,4,3,2,2,3,3,4,14
22417,4,3,1,1,2,1,3,0
22418,4,1,1,2,3,4,4,8
22419,0,1,0,1,2,1,3,2
22420,4,4,2,2,3,3,4,14
22421,3,2,0,0,1,0,2,0
22422,0,5,4,4,4,4,4,0
22423,1,6,3,2,3,4,4,0
22424,0,1,2,2,3,4,4,0
22425,4,3,2,1,2,1,3,0
22426,2,2,4,3,3,2,3,3
22427,2,2,2,1,1,0,2,1
22428,2,2,0,0,0,0,1,0
22429,2,2,0,0,1,0,1,0
22430,2,2,0,0,1,0,2,0
22431,3,2,3,4,3,3,3,3
22432,2,2,0,0,2,1,3,0
22433,2,4,2,2,3,2,3,3
22434,3,4,3,2,2,1,3,2
22435,2,4,4,2,3,1,3,2
22436,4,3,0,1,2,2,3,11
22437,2,6,0,0,1,0,1,0
22438,2,5,0,0,0,0,0,0
22439,4,3,2,1,2,1,2,1
22440,2,1,3,4,3,3,3,3
22441,4,2,3,4,3,2,3,3
22442,1,5,3,4,4,3,4,3
22443,1,5,3,2,2,2,3,1
22444,4,5,0,0,0,0,0,0
22445,1,4,4,4,4,4,4,4
22446,0,4,3,2,3,2,3,2
22447,1,5,4,3,3,3,4,3
22448,2,6,3,4,4,4,4,3
22449,2,6,2,3,3,4,4,6
22450,2,4,1,2,3,4,4,8
22451,0,1,4,4,4,4,5,2
22452,4,2,0,0,1,0,1,0
22453,3,6,2,3,3,2,3,2
22454,1,4,4,3,3,2,3,2
22455,1,5,2,2,3,2,3,3
22456,0,1,1,2,3,4,5,7
22457,0,1,1,1,3,3,4,4
22458,1,2,4,4,3,3,3,3
22459,0,1,1,1,2,2,3,0
22460,4,1,2,3,4,4,5,8
22461,2,4,2,3,3,3,3,2
22462,3,4,2,1,2,1,2,1
22463,4,2,3,4,3,2,3,3
22464,1,4,0,0,1,0,2,0
22465,1,4,0,1,2,1,3,8
22466,3,5,3,2,3,2,3,0
22467,4,5,3,4,4,4,4,4
22468,3,3,4,4,3,3,3,3
22469,3,2,2,2,2,2,3,2
22470,2,2,2,3,3,4,5,0
22471,4,2,4,4,3,2,3,2
22472,4,3,0,1,2,1,3,6
22473,4,3,1,1,2,2,3,0
22474,4,3,2,2,3,4,4,4
22475,0,1,3,2,3,1,3,0
22476,0,1,1,1,3,3,4,13
22477,0,3,0,0,1,0,2,2
22478,3,2,2,2,3,3,4,0
22479,2,4,4,2,3,3,6,0
22480,1,7,1,0,1,0,2,0
22481,1,7,4,2,2,1,3,1
22482,0,5,1,1,2,1,2,0
22483,1,6,3,3,3,2,3,3
22484,0,1,2,3,3,4,4,7
22485,0,1,0,1,2,1,3,0
22486,1,7,2,2,2,1,2,2
22487,3,5,2,4,4,4,4,4
22488,1,4,1,1,3,3,4,12
22489,3,3,3,4,3,3,4,2
22490,3,2,0,0,1,0,2,0
22491,0,5,3,4,3,3,3,0
22492,1,3,2,3,3,4,5,6
22493,0,1,2,3,4,4,5,0
22494,3,1,1,1,1,0,1,0
22495,0,2,3,4,4,4,5,5
22496,0,4,1,1,3,2,3,0
22497,1,2,1,1,1,1,2,1
22498,4,1,4,4,4,4,5,5
22499,4,1,3,4,4,4,5,4
22500,4,1,3,4,4,4,5,7
22501,3,4,0,0,1,0,2,0
22502,1,5,3,3,3,4,4,0
22503,1,5,1,1,3,3,4,8
22504,4,8,2,1,2,1,3,0
22505,2,4,4,3,3,3,4,0
22506,1,4,0,0,2,1,2,0
22507,1,4,0,1,2,1,3,0
22508,1,4,0,1,2,2,3,2
22509,1,4,0,1,2,1,3,6
22510,1,4,1,1,2,2,3,4
22511,1,4,0,1,2,1,2,0
22512,2,4,4,4,4,3,3,0
22513,0,6,4,2,3,2,3,2
22514,1,6,4,3,3,2,3,2
22515,1,7,4,3,3,2,3,2
22516,4,3,3,4,3,2,3,2
22517,2,1,3,3,3,2,3,2
22518,1,4,4,4,5,4,3,0
22519,0,2,3,3,3,3,3,3
22520,2,4,1,1,2,2,3,2
22521,2,4,4,3,4,4,5,0
22522,1,5,2,2,3,4,4,8
22523,4,3,4,3,3,3,3,3
